accession	gene_name
BAS35064	chrB
WP_080844525	chrB
WP_077274165	chrB
WP_005239135	chrB
WP_064006888	chrB
WP_060083010	chrB
WP_027790078	chrB
WP_091924843	chrB
WP_059800559	chrB
WP_059980305	chrB
WP_003117271	chrB
WP_049323222	chrB
WP_059542397	chrB
WP_060023706	chrB
WP_060338237	chrB
WP_060106489	chrB
WP_059791136	chrB
WP_060298690	chrB
WP_059447468	chrB
WP_077264532	chrB
KKY78767	chrB
WP_077266567	chrB
WP_077268380	chrB
WP_012541473	chrB
KHE25432	chrB
WP_094641306	chrB
KSZ19411	chrB
WP_023278926	chrB
WP_077258653	chrB
WP_005150545	chrB
EDT06333	chrB
WP_059533593	chrB
WP_059692648	chrB
WP_097755806	chrB
WP_086222189	chrB
WP_033986563	chrB
WP_073652082	chrB
WP_059604826	chrB
WP_059508010	chrB
WP_059949421	chrB
WP_094285004	chrB
WP_077254972	chrB
WP_077263614	chrB
WP_005058258	chrB
WP_070076334	chrB
WP_004654993	chrB
WP_025466557	chrB
WP_004677565	chrB
WP_064037043	chrB
WP_068319979	chrB
WP_004885571	chrB
WP_004828391	chrB
WP_059593620	chrB
WP_059541185	chrB
WP_004805241	chrB
WP_005321504	chrB
WP_005316753	chrB
WP_016164419	chrB
WP_059914569	chrB
WP_004912934	chrB
WP_005205351	chrB
WP_033133510	chrB
WP_005243591	chrB
WP_002065076	chrB
WP_004804436	chrB
WP_087548235	chrB
WP_005322933	chrB
WP_005190700	chrB
WP_005214877	chrB
WP_031959966	chrB
WP_032011461	chrB
WP_004996698	chrB
WP_026438269	chrB
WP_063454759	chrB
WP_016165987	chrB
WP_086208589	chrB
WP_032871896	chrB
WP_005399446	chrB
OHC23983	chrB
WP_005190355	chrB
WP_018677113	chrB
WP_005229286	chrB
WP_005284387	chrB
WP_087606654	chrB
WP_033133135	chrB
WP_022575332	chrB
WP_046738885	chrB
WP_023274159	chrB
WP_042874412	chrB
WP_075315067	chrB
WP_031981807	chrB
WP_005307249	chrB
WP_005084436	chrB
WP_004649056	chrB
WP_000850833	emrD-3
KUO37171	emrD-3
WP_041051798	emrD-3
WP_071919806	emrD-3
WP_053044428	emrD-3
WP_001887801	emrD-3
WP_057568211	emrD-3
WP_088128629	emrD-3
WP_069213255	emrD-3
WP_000850834	emrD-3
WP_085602660	emrD-3
WP_032474975	emrD-3
WP_095456656	emrD-3
WP_095468895	emrD-3
KQA17991	emrD-3
WP_055044631	emrD-3
WP_095458279	emrD-3
WP_055065260	emrD-3
WP_095470479	emrD-3
WP_014258170	emrD-3
WP_096036310	emrD-3
WP_061055804	emrD-3
WP_095481522	emrD-3
WP_053394677	emrD-3
WP_047460679	emrD-3
WP_020431644	emrD-3
WP_055453202	emrD-3
WP_006881159	emrD-3
WP_094147621	emrD-3
WP_088732291	emrD-3
WP_069448083	emrD-3
WP_075716164	emrD-3
WP_075706501	emrD-3
WP_042502667	emrD-3
WP_061896742	emrD-3
WP_061893729	emrD-3
WP_061899112	emrD-3
WP_045569600	emrD-3
WP_017043972	emrD-3
WP_039433713	emrD-3
WP_039422547	emrD-3
WP_076587998	emrD-3
WP_039439138	emrD-3
WP_009386656	emrD-3
WP_039462350	emrD-3
WP_065431458	emrD-3
WP_045376852	emrD-3
WP_005444072	emrD-3
WP_096142572	emrD-3
WP_020196261	emrD-3
WP_045401228	emrD-3
WP_093981917	emrD-3
WP_044733519	emrD-3
WP_086369935	emrD-3
WP_045459027	emrD-3
WP_045367925	emrD-3
WP_047481922	emrD-3
WP_050919405	emrD-3
WP_053049055	emrD-3
WP_077263046	emrD-3
WP_005446983	emrD-3
WP_050908718	emrD-3
WP_074190523	emrD-3
WP_085343936	emrD-3
WP_025889874	emrD-3
WP_051119091	emrD-3
EKM31758	emrD-3
WP_047515864	emrD-3
WP_038891252	emrD-3
WP_078609628	emrD-3
GAK22144	emrD-3
WP_045410795	emrD-3
WP_041052921	emrD-3
WP_050924609	emrD-3
WP_017818792	emrD-3
WP_029789289	emrD-3
GAD69845	emrD-3
WP_005392616	emrD-3
WP_006741075	emrD-3
WP_031382061	emrD-3
WP_031855574	emrD-3
WP_069485021	emrD-3
WP_053300285	emrD-3
WP_071237716	emrD-3
WP_079402655	emrD-3
WP_069687591	emrD-3
WP_045417375	emrD-3
WP_045388894	emrD-3
WP_074051459	emrD-3
WP_077201675	emrD-3
WP_009696119	emrD-3
WP_061066450	emrD-3
WP_038893326	emrD-3
GAJ70431	emrD-3
WP_049537468	emrD-3
WP_039839169	emrD-3
WP_045487550	emrD-3
WP_033906421	emrD-3
WP_046875924	emrD-3
CDT78270	emrD-3
WP_047731933	emrD-3
WP_062852881	emrD-3
WP_069492928	emrD-3
WP_029796938	emrD-3
WP_025791016	emrD-3
WP_025558662	emrD-3
WP_015313293	emrD-3
WP_025551793	emrD-3
WP_025504472	emrD-3
WP_069544552	emrD-3
WP_086583591	emrD-3
WP_025010863	emrD-3
WP_050910684	emrD-3
WP_005426765	emrD-3
WP_017190811	emrD-3
WP_050940202	emrD-3
WP_050914235	emrD-3
WP_061010532	emrD-3
WP_050921132	emrD-3
WP_045478175	emrD-3
WP_050936524	emrD-3
WP_050938135	emrD-3
WP_038899518	emrD-3
WP_054823256	emrD-3
WP_060990356	emrD-3
WP_065679176	emrD-3
WP_054577797	emrD-3
WP_065275212	emrD-3
WP_064369329	emrD-3
WP_053304701	emrD-3
WP_053307573	emrD-3
WP_005373339	emrD-3
WP_010451633	emrD-3
WP_009705321	emrD-3
WP_025542795	emrD-3
WP_047123406	emrD-3
WP_069550315	emrD-3
WP_029834698	emrD-3
WP_005498995	emrD-3
WP_086458333	emrD-3
WP_053317576	emrD-3
WP_043044140	emrD-3
WP_031849071	emrD-3
WP_053806110	emrD-3
WP_042762353	emrD-3
WP_077281712	emrD-3
WP_030000036	emrD-3
WP_029849815	emrD-3
WP_069522804	emrD-3
WP_029802661	emrD-3
WP_064484161	emrD-3
WP_029825733	emrD-3
WP_025794372	emrD-3
WP_065871351	emrD-3
WP_077672760	emrD-3
WP_025788157	emrD-3
WP_029804563	emrD-3
WP_042779990	emrD-3
WP_029837398	emrD-3
WP_023585090	emrD-3
WP_025817559	emrD-3
WP_085610029	emrD-3
WP_053319559	emrD-3
WP_062866713	emrD-3
WP_025524293	emrD-3
WP_069547007	emrD-3
WP_025606340	emrD-3
WP_024701991	emrD-3
WP_086610415	emrD-3
WP_069498748	emrD-3
WP_069534916	emrD-3
WP_083147550	emrD-3
WP_047008201	emrD-3
WP_065645840	emrD-3
WP_039035365	emrD-3
WP_028781148	emrD-3
WP_038886202	emrD-3
WP_029848091	emrD-3
WP_065640061	emrD-3
WP_086047482	emrD-3
WP_025998542	emrD-3
WP_085569117	emrD-3
WP_064354681	emrD-3
WP_064376646	emrD-3
WP_047101290	emrD-3
WP_088880109	emrD-3
WP_071235952	emrD-3
WP_039987423	emrD-3
GAJ76338	emrD-3
WP_029851061	emrD-3
WP_029810306	emrD-3
WP_065770491	emrD-3
WP_078231450	emrD-3
WP_071652892	emrD-3
WP_025587932	emrD-3
WP_065766639	emrD-3
WP_025638634	emrD-3
WP_065766226	emrD-3
WP_024700671	emrD-3
WP_029843982	emrD-3
WP_058965595	emrD-3
WP_025533833	emrD-3
WP_029831318	emrD-3
WP_069548317	emrD-3
WP_063518188	emrD-3
WP_069535406	emrD-3
WP_029798507	emrD-3
WP_062888600	emrD-3
WP_005463841	emrD-3
WP_065787784	emrD-3
KOY35862	emrD-3
WP_031852041	emrD-3
WP_023623616	emrD-3
WP_074545294	emrD-3
WP_025629169	emrD-3
WP_029855070	emrD-3
WP_025510274	emrD-3
WP_020837930	emrD-3
WP_089203385	emrD-3
WP_029815374	emrD-3
WP_031850698	emrD-3
WP_053302870	emrD-3
WP_086587013	emrD-3
WP_069506457	emrD-3
WP_025526159	emrD-3
WP_069524033	emrD-3
WP_031852779	emrD-3
WP_062854702	emrD-3
WP_045545380	emrD-3
WP_025540496	emrD-3
WP_075984638	emrD-3
WP_021821734	emrD-3
WP_081234321	emrD-3
WP_051413090	emrD-3
WP_069672246	emrD-3
WP_065624277	emrD-3
WP_065603663	emrD-3
WP_054574677	emrD-3
KOY45996	emrD-3
WP_053349223	emrD-3
KIT48736	emrD-3
WP_025535498	emrD-3
WP_069497483	emrD-3
WP_068864508	emrD-3
WP_025592110	emrD-3
WP_086494429	emrD-3
WP_021450837	emrD-3
WP_025570801	emrD-3
WP_025521719	emrD-3
WP_089204295	emrD-3
WP_025626470	emrD-3
WP_025632512	emrD-3
WP_069545721	emrD-3
WP_097370859	emrD-3
WP_025501066	emrD-3
WP_053316413	emrD-3
WP_031427819	emrD-3
WP_053317096	emrD-3
WP_080525563	emrD-3
WP_025624095	emrD-3
WP_078557725	emrD-3
WP_053305810	emrD-3
WP_069493813	emrD-3
WP_069527633	emrD-3
WP_065969738	emrD-3
WP_031412736	emrD-3
WP_029862867	emrD-3
WP_069505986	emrD-3
WP_025574603	emrD-3
WP_047706630	emrD-3
WP_069514841	emrD-3
WP_025622484	emrD-3
WP_083155306	emrD-3
WP_025634815	emrD-3
WP_069510032	emrD-3
WP_071476414	emrD-3
WP_005423178	emrD-3
WP_065596287	emrD-3
WP_063658752	emrD-3
WP_063651778	emrD-3
WP_063667199	emrD-3
WP_063662932	emrD-3
WP_076651568	emrD-3
WP_042770818	emrD-3
WP_017447487	emrD-3
WP_069488294	emrD-3
WP_075110192	emrD-3
WP_025578279	emrD-3
WP_065780086	emrD-3
WP_065764759	emrD-3
WP_062905767	emrD-3
WP_025794088	emrD-3
WP_062907252	emrD-3
WP_083135344	emrD-3
WP_043040972	emrD-3
WP_060658908	emrD-3
WP_025631431	emrD-3
WP_031816849	emrD-3
WP_086482632	emrD-3
WP_069502579	emrD-3
WP_080607714	emrD-3
EVU16692	emrD-3
WP_025625471	emrD-3
WP_025516946	emrD-3
WP_069533750	emrD-3
WP_020842199	emrD-3
WP_069538748	emrD-3
WP_045607105	emrD-3
WP_045602902	emrD-3
WP_025547630	emrD-3
KIT23780	emrD-3
WP_046268693	emrD-3
WP_031821877	emrD-3
WP_069502647	emrD-3
WP_029822952	emrD-3
WP_069520534	emrD-3
WP_031828744	emrD-3
WP_036748680	emrD-3
WP_012535144	emrD-3
WP_065622567	emrD-3
WP_069491705	emrD-3
WP_025500275	emrD-3
WP_029835185	emrD-3
WP_031814936	emrD-3
KOE85710	emrD-3
WP_025442815	emrD-3
WP_086581761	emrD-3
WP_021487084	emrD-3
WP_069489887	emrD-3
WP_080532126	emrD-3
WP_025557273	emrD-3
WP_025612471	emrD-3
WP_025503590	emrD-3
WP_069539132	emrD-3
WP_080535245	emrD-3
WP_069536051	emrD-3
WP_062858503	emrD-3
WP_053048134	emrD-3
WP_086050506	emrD-3
WP_065641597	emrD-3
WP_063669238	emrD-3
WP_017018805	emrD-3
WP_063647858	emrD-3
WP_029857110	emrD-3
WP_086591019	emrD-3
WP_029865844	emrD-3
WP_029840690	emrD-3
WP_029841074	emrD-3
WP_063645705	emrD-3
WP_065596996	emrD-3
WP_063653983	emrD-3
WP_029806257	emrD-3
WP_069496258	emrD-3
WP_069495512	emrD-3
WP_005480347	emrD-3
WP_025610636	emrD-3
WP_048662498	emrD-3
WP_050632715	emrD-3
WP_061016199	emrD-3
WP_017111172	emrD-3
WP_076679340	emrD-3
WP_057623624	emrD-3
WP_086714743	emrD-3
WP_017067069	emrD-3
WP_048614360	emrD-3
WP_055319968	emrD-3
WP_065105867	emrD-3
WP_048669054	emrD-3
WP_094278558	emrD-3
WP_048660905	emrD-3
CDU11977	emrD-3
WP_065675935	emrD-3
WP_017065212	emrD-3
PHN86610	emrD-3
WP_065111592	emrD-3
WP_065742389	emrD-3
WP_052879276	emrD-3
WP_081229223	emrD-3
WP_059017744	emrD-3
WP_017070956	emrD-3
WP_050647661	emrD-3
WP_048610349	emrD-3
WP_061037861	emrD-3
WP_065206618	emrD-3
WP_095571236	emrD-3
WP_050712318	emrD-3
GAK16860	emrD-3
WP_050651085	emrD-3
WP_050643469	emrD-3
WP_086968885	emrD-3
WP_064486855	emrD-3
WP_076671042	emrD-3
WP_060469206	emrD-3
WP_065583852	emrD-3
WP_050620333	emrD-3
WP_017057800	emrD-3
WP_017061095	emrD-3
WP_050052596	emrD-3
WP_048609949	emrD-3
WP_021457790	emrD-3
WP_095663342	emrD-3
WP_040122184	emrD-3
WP_006959930	emrD-3
WP_095560025	emrD-3
WP_045986327	emrD-3
WP_017068146	emrD-3
WP_077681230	emrD-3
WP_019277392	emrD-3
WP_038156961	emrD-3
WP_072609430	emrD-3
WP_017421474	emrD-3
WP_086774062	emrD-3
WP_043010974	emrD-3
WP_080527505	emrD-3
WP_045590079	emrD-3
WP_072600013	emrD-3
WP_080533566	emrD-3
WP_039451271	emrD-3
WP_058666301	emrD-3
WP_095429705	emrD-3
WP_053541876	emrD-3
WP_046222909	emrD-3
WP_050645983	emrD-3
WP_038969121	emrD-3
WP_086468252	emrD-3
WP_032553837	emrD-3
WP_072603546	emrD-3
WP_060980709	emrD-3
WP_045608952	emrD-3
WP_046029536	emrD-3
WP_047111099	emrD-3
WP_060534511	emrD-3
WP_045619122	emrD-3
GAL02875	emrD-3
WP_072610582	emrD-3
WP_080609947	emrD-3
WP_017791242	emrD-3
WP_011152663	emrD-3
WP_072614639	emrD-3
WP_045597292	emrD-3
WP_015728334	emrD-3
WP_061057894	emrD-3
WP_045977155	emrD-3
WP_047873403	emrD-3
WP_080537604	emrD-3
WP_045622987	emrD-3
WP_088428606	emrD-3
WP_011761414	emrD-3
WP_039546385	emrD-3
WP_039467159	emrD-3
WP_080539449	emrD-3
WP_040111078	emrD-3
WP_011081862	emrD-3
WP_039536960	emrD-3
WP_045593461	emrD-3
WP_045628374	emrD-3
WP_038940472	emrD-3
WP_080541654	emrD-3
WP_097353191	emrD-3
GAM74033	emrD-3
WP_038963977	emrD-3
WP_045612663	emrD-3
WP_075767270	emrD-3
WP_049843359	emrD-3
WP_068334823	emrD-3
BAF66268	vexE
WP_019829490	vexE
WP_000484206	vexE
WP_095465570	vexE
WP_000484210	vexE
WP_000484209	vexE
WP_046127107	vexE
WP_057557523	vexE
CSD19360	vexE
WP_076007827	vexE
WP_000484208	vexE
WP_000484211	vexE
WP_041047647	vexE
WP_001961734	vexE
WP_000484203	vexE
WP_095464089	vexE
WP_046122218	vexE
WP_032478642	vexE
WP_095462059	vexE
WP_076024957	vexE
WP_000484205	vexE
WP_059260809	vexE
WP_069647766	vexE
WP_084981531	vexE
WP_057563312	vexE
WP_000484207	vexE
WP_060780086	vexE
WP_044127822	vexE
WP_094392190	vexE
KFH40194	vexE
WP_088128034	vexE
WP_095473676	vexE
WP_002043138	vexE
WP_000484214	vexE
WP_057567669	vexE
WP_032475277	vexE
WP_095465109	vexE
WP_053034228	vexE
WP_095481261	vexE
WP_088131947	vexE
CSB47959	vexE
WP_000484204	vexE
WP_053034900	vexE
WP_000484213	vexE
WP_053055051	vexE
WP_000484212	vexE
WP_069504386	vexE
WP_032473988	vexE
WP_045788693	vexE
WP_053866227	vexE
WP_095477112	vexE
WP_071187384	vexE
WP_089071894	vexE
WP_071179703	vexE
WP_084988527	vexE
WP_029627934	vexE
WP_002031089	vexE
WP_000484216	vexE
WP_000484217	vexE
WP_000484215	vexE
WP_005526903	vexE
EEW06999	vexE
WP_000484514	vexE
WP_070382251	vexE
WP_061052107	vexE
WP_000484516	vexE
WP_000484515	vexE
ERM62318	vexE
WP_000484651	vexE
WP_055043630	vexE
WP_055029688	vexE
WP_095475693	vexE
WP_000484517	vexE
WP_055033936	vexE
WP_095468498	vexE
BAF66269	vexF
WP_032481045	vexF
WP_096070674	vexF
WP_000494536	vexF
WP_032477236	vexF
WP_001963800	vexF
WP_000494538	vexF
WP_001961735	vexF
WP_033929448	vexF
WP_095467412	vexF
WP_088124658	vexF
WP_053044941	vexF
WP_044127824	vexF
WP_000494537	vexF
WP_000494535	vexF
WP_000494532	vexF
WP_084981532	vexF
WP_046122217	vexF
WP_057567668	vexF
WP_041047649	vexF
EFH74006	vexF
WP_000494539	vexF
WP_002043140	vexF
EAZ76149	vexF
WP_095462060	vexF
WP_033930678	vexF
WP_069647767	vexF
WP_088128033	vexF
WP_069212477	vexF
WP_053055810	vexF
WP_095464090	vexF
WP_060780085	vexF
WP_095486928	vexF
AAF93795	vexF
WP_000494541	vexF
WP_095481262	vexF
KNA44661	vexF
WP_000494530	vexF
WP_053021904	vexF
WP_019829491	vexF
WP_085603135	vexF
WP_000494533	vexF
WP_094392191	vexF
WP_095477111	vexF
WP_076024958	vexF
WP_071919676	vexF
WP_095471221	vexF
WP_071193041	vexF
WP_053034227	vexF
CSB59887	vexF
WP_088131948	vexF
WP_069504387	vexF
WP_057550718	vexF
WP_000494545	vexF
WP_042989813	vexF
WP_002051227	vexF
WP_033932277	vexF
WP_029627935	vexF
CSC24506	vexF
WP_032480001	vexF
WP_002031092	vexF
WP_000494531	vexF
WP_000494542	vexF
WP_089071893	vexF
KQA28423	vexF
CSA11593	vexF
WP_000495512	vexF
WP_070382250	vexF
WP_000495511	vexF
ERM62319	vexF
WP_061052108	vexF
WP_000495509	vexF
WP_000495510	vexF
WP_055064067	vexF
WP_055029687	vexF
WP_095475692	vexF
WP_095459244	vexF
WP_095456773	vexF
WP_055043629	vexF
WP_000494529	vexF
WP_055051747	vexF
WP_095469809	vexF
WP_000494528	vexF
WP_020332032	vexF
WP_075988175	vexF
WP_032082212	vexF
WP_061056166	vexF
WP_044363933	vexF
WP_047459046	vexF
WP_020430502	vexF
WP_017789904	vexF
WP_055452124	vexF
WP_080526778	vexF
WP_045627728	vexF
WP_080533326	vexF
WP_045611495	vexF
WP_038964719	vexF
WP_046029850	vexF
WP_045594014	vexF
WP_084767827	vexF
WP_072608912	vexF
WP_080541057	vexF
WP_039536148	vexF
WP_088428064	vexF
WP_038969434	vexF
WP_017421236	vexF
WP_039439586	vexF
WP_045571153	vexF
WP_086467783	vexF
WP_045589599	vexF
WP_072600789	vexF
WP_039561422	vexF
WP_039430396	vexF
WP_061899912	vexF
WP_061895230	vexF
WP_038941394	vexF
WP_053541939	vexF
WP_072603268	vexF
WP_011079600	vexF
WP_072657863	vexF
WP_065090114	vexF
WP_014204488	vexF
WP_053311279	vexF
WP_039465165	vexF
WP_061897410	vexF
WP_039435862	vexF
ASO28467	vexF
WP_094125597	vexF
WP_039450292	vexF
WP_045955144	vexF
WP_055466539	vexF
WP_004728982	vexF
WP_080536624	vexF
WP_072611328	vexF
WP_088720907	vexF
WP_088728621	vexF
WP_094165864	vexF
WP_064624446	vexF
WP_017049778	vexF
WP_017048385	vexF
WP_094499690	vexF
WP_080609259	vexF
WP_017043551	vexF
AQM30408	vexF
WP_094128737	vexF
WP_094147999	vexF
AQP36827	vexF
WP_013857631	vexF
WP_096036017	vexF
WP_094123981	vexF
WP_094145335	vexF
WP_094133699	vexF
WP_088731768	vexF
WP_010318522	vexF
WP_021705701	vexF
WP_045622125	vexF
WP_069571871	vexF
WP_013571171	vexF
WP_072615516	vexF
WP_019283243	vexF
WP_004742655	vexF
WP_069667549	vexF
WP_006878300	vexF
WP_049845666	vexF
WP_054962749	vexF
WP_004410130	vexF
WP_054547513	vexF
KOO13650	vexF
WP_017091109	vexF
WP_052878845	vexF
WP_065606131	vexF
WP_017097311	vexF
WP_019350905	vexF
WP_017087425	vexF
WP_042484423	vexF
WP_048605681	vexF
WP_086774153	vexF
WP_050645390	vexF
WP_017106928	vexF
WP_017108748	vexF
WP_065678087	vexF
WP_076678216	vexF
WP_081230846	vexF
WP_086711911	vexF
WP_065682527	vexF
WP_076646271	vexF
WP_050651770	vexF
WP_059020122	vexF
WP_050647981	vexF
WP_061038660	vexF
WP_008222166	vexF
WP_050633595	vexF
WP_017103862	vexF
WP_086048809	vexF
WP_012604710	vexF
WP_017084253	vexF
WP_010436069	vexF
WP_016798222	vexF
WP_016792051	vexF
WP_048658166	vexF
WP_019824357	vexF
WP_065102995	vexF
WP_065110829	vexF
WP_076655107	vexF
WP_076672221	vexF
WP_065676707	vexF
WP_017072027	vexF
WP_017073088	vexF
WP_032551531	vexF
WP_009847554	vexF
WP_017079988	vexF
WP_065205122	vexF
WP_017093912	vexF
WP_016784917	vexF
WP_016794559	vexF
WP_016789349	vexF
WP_016793796	vexF
WP_055319595	vexF
WP_048664527	vexF
WP_048612313	vexF
WP_086970800	vexF
WP_050652487	vexF
WP_050620010	vexF
WP_017059404	vexF
WP_038206310	vexF
WP_061022483	vexF
WP_016768988	vexF
WP_016791600	vexF
WP_053408669	vexF
WP_061040283	vexF
WP_061018739	vexF
WP_017068900	vexF
WP_016787800	vexF
WP_046223342	vexF
WP_017056657	vexF
WP_004738236	vexF
WP_017080759	vexF
WP_077680820	vexF
WP_060468548	vexF
WP_061032500	vexF
WP_060982633	vexF
WP_063524465	vexF
WP_038173886	vexF
WP_048615594	vexF
WP_043009173	vexF
WP_042603157	vexF
WP_045420980	vexF
WP_042603857	vexF
WP_038163392	vexF
WP_045405528	vexF
WP_045466615	vexF
WP_038878954	vexF
WP_065741197	vexF
WP_095664496	vexF
WP_045403829	vexF
WP_039976198	vexF
WP_061035962	vexF
WP_038865852	vexF
WP_005439425	vexF
WP_047481672	vexF
OIQ25228	vexF
WP_045976225	vexF
WP_006958079	vexF
WP_038509729	vexF
WP_063344827	vexF
WP_045493355	vexF
WP_050910754	vexF
WP_081233488	vexF
WP_086368994	vexF
WP_045451265	vexF
WP_045418516	vexF
WP_045395307	vexF
WP_069544890	vexF
GAK23379	vexF
WP_077200222	vexF
WP_012128834	vexF
WP_041058698	vexF
WP_077262213	vexF
WP_050924927	vexF
WP_050936041	vexF
WP_053052958	vexF
WP_050932615	vexF
WP_053049415	vexF
WP_098414884	vexF
WP_029855075	vexF
WP_045344990	vexF
WP_062851766	vexF
WP_029816745	vexF
WP_029812926	vexF
WP_029798689	vexF
WP_029796339	vexF
WP_089190210	vexF
WP_086597900	vexF
WP_065767368	vexF
WP_062906870	vexF
WP_029811955	vexF
WP_025542642	vexF
WP_025526391	vexF
WP_065970083	vexF
WP_029839638	vexF
WP_029808902	vexF
WP_029829776	vexF
WP_005479069	vexF
WP_017054120	vexF
WP_045381357	vexF
WP_045421845	vexF
WP_051116976	vexF
WP_050918015	vexF
WP_050908762	vexF
WP_005449172	vexF
WP_074050803	vexF
WP_050923021	vexF
WP_042771540	vexF
WP_053805570	vexF
WP_062854455	vexF
WP_083147865	vexF
WP_029862340	vexF
WP_005488439	vexF
WP_031416898	vexF
WP_053320981	vexF
WP_025588975	vexF
WP_086458626	vexF
WP_069523665	vexF
WP_069489347	vexF
WP_042762599	vexF
WP_031855531	vexF
WP_029825454	vexF
WP_025789055	vexF
WP_025593241	vexF
WP_025560940	vexF
WP_089190111	vexF
WP_053343696	vexF
WP_045601858	vexF
WP_029857339	vexF
WP_017447704	vexF
WP_053811891	vexF
WP_045369765	vexF
WP_050912893	vexF
WP_050905263	vexF
WP_009698730	vexF
WP_079324725	vexF
WP_069447087	vexF
WP_078230131	vexF
WP_063517744	vexF
WP_010649812	vexF
WP_009733670	vexF
WP_025606739	vexF
WP_069536430	vexF
WP_075984191	vexF
WP_005530358	vexF
WP_020196578	vexF
WP_005596866	vexF
WP_065429833	vexF
WP_040990778	vexF
WP_039840254	vexF
WP_031854554	vexF
WP_017817693	vexF
WP_085319941	vexF
WP_088876225	vexF
WP_078608213	vexF
WP_045480301	vexF
WP_017189154	vexF
WP_038894282	vexF
WP_025576583	vexF
WP_006072687	vexF
WP_096442823	vexF
WP_062459881	vexF
WP_039984509	vexF
WP_075649334	vexF
WP_004401937	vexF
WP_022602201	vexF
WP_038891957	vexF
WP_071235319	vexF
WP_038883884	vexF
WP_010450099	vexF
WP_088880412	vexF
WP_069533144	vexF
WP_045600507	vexF
WP_029844686	vexF
WP_025818590	vexF
WP_031812458	vexF
WP_029840366	vexF
WP_009842958	vexF
WP_042501209	vexF
WP_063606593	vexF
WP_038224004	vexF
WP_022589649	vexF
WP_022614770	vexF
WP_029559495	vexF
WP_077280646	vexF
WP_062889697	vexF
WP_025510293	vexF
WP_020835412	vexF
WP_086585605	vexF
WP_025633762	vexF
WP_086495233	vexF
WP_029830875	vexF
WP_029803425	vexF
WP_025442220	vexF
WP_065769147	vexF
KOE89955	vexF
WP_045545328	vexF
WP_029822037	vexF
WP_025795195	vexF
WP_025554785	vexF
WP_069540278	vexF
WP_031821481	vexF
WP_029852588	vexF
WP_069505012	vexF
WP_069520380	vexF
WP_025570841	vexF
WP_025518333	vexF
WP_071161234	vexF
WP_046821314	vexF
WP_025542566	vexF
WP_025501818	vexF
WP_025620895	vexF
WP_096992244	vexF
WP_054823981	vexF
WP_061008931	vexF
WP_065779029	vexF
KOY36680	vexF
WP_089204514	vexF
WP_065766475	vexF
WP_053302029	vexF
WP_062853193	vexF
WP_053300161	vexF
WP_097371636	vexF
WP_074545589	vexF
WP_053305607	vexF
WP_029850253	vexF
WP_029835557	vexF
WP_025627526	vexF
WP_069502787	vexF
WP_069546217	vexF
WP_029849767	vexF
WP_025622016	vexF
WP_077671766	vexF
WP_069525526	vexF
WP_058965967	vexF
WP_053320362	vexF
WP_029810236	vexF
WP_083152560	vexF
WP_024699407	vexF
